cohortId,cohortNameLong,logicDescription,recommendedReferentConceptIds,ohdsiForumPost,createdDate,modifiedDate
1284,Weight loss,Weight loss,"4177176,435928",,2024-01-05,2024-01-05
1285,Acute Bronchitis,Acute bronchitis,"256451,260139",,2024-01-05,2024-01-05
1286,"Stage 3 Non Small Cell Lung Cancer (NSCLC), indexed on lung abnormaility with no evidence of SCLC and had follow-up for NSCLC",Non Small Cell Lung Cancer (Stage 3) without second diagnosis,"37206719,4311499",,2024-01-05,2024-01-05
1287,Intestinal obstruction - colorectal specific,Earliest occurence of Intestinal obstruction - colorectal specific,193518,,2024-01-05,2024-01-05
1288,Intraabdominal abscess - narrow for colorectal cancer,Earliest occurence of Intraabdominal abscess - narrow for colorectal cancer,193518,,2024-01-05,2024-01-05
1289,"Major Non Cardiac Surgery, adults",,,,2024-01-05,2024-01-05
1290,"Abdominal Aortic Aneurysm repair, adults",,,,2024-01-05,2024-01-05
1291,"Lower Extremity Bypass, adults",,,,2024-01-05,2024-01-05
1292,"Carotid Endarterectomy, adults",,,,2024-01-05,2024-01-05
1293,"Lung Resection, adults",,,,2024-01-05,2024-01-05
1294,"Esophagectomy, adults",,,,2024-01-05,2024-01-05
1295,"Pancreatectomy, adults",,,,2024-01-05,2024-01-05
1296,"Colectomy, adults",,,,2024-01-05,2024-01-05
1297,"Cystectomy, adults",,,,2024-01-05,2024-01-05
1298,"Nephrectomy, adults",,,,2024-01-05,2024-01-05
1299,"Coronary Artery Bypass Graft, adults",,,,2024-01-05,2024-01-05
1300,"Cardiac Valve Surgery, adults",,,,2024-01-05,2024-01-05
1301,Acute Urinary tract infections UTI,all events of acute urinary tract infection,81902,,2024-01-05,2024-01-05
1303,Acute Heart failure,"The first condition record of heart failure, which is followed by at least 1 heart failure condition record in the following year","78232, 80180",https://forums.ohdsi.org/t/17895,2024-01-05,2024-01-05
1304,"Major Non Cardiac Surgery, adults, post op new Afib",,,,2024-01-05,2024-01-05
1305,"AAA repair, adults, post op new Afib",,,,2024-01-05,2024-01-05
1306,"Lower Extremity Bypass, adults, post op new Afib",,,,2024-01-05,2024-01-05
1307,"Carotid Endarterectomy, adults, post op new Afib",,,,2024-01-05,2024-01-05
1308,"Lung Resection, adults, post op new Afib",,,,2024-01-05,2024-01-05
1309,"Esophagectomy, adults, post op new Afib",,,,2024-01-05,2024-01-05
1310,"Pancreatectomy, adults, post op new Afib",,,,2024-01-05,2024-01-05
1311,"Colectomy, adults, post op new Afib",,,,2024-01-05,2024-01-05
1312,"Cystectomy, adults, post op new Afib",,,,2024-01-05,2024-01-05
1313,"Nephrectomy, adults, post op new Afib",,,,2024-01-05,2024-01-05
1314,"Coronary Artery Bypass Graft, adults, post op new Afib",,,,2024-01-05,2024-01-05
1315,"Cardiac Valve Surgery, adults, post op new Afib",,,,2024-01-05,2024-01-05
1316,Neutropenia or unspecified leukopenia,"All events of neutropenia indexed on diagnosis or lab results, with no congenital or genetic neutropenia all days pre to 7 days post index. Also excluded, events with normal neutrophil count or a diagnosis of Neutrophilia on index. patients exit 21 days post end date or with the occurrence of a normal neutrophil count. Reoccurring events for the same patients will be combined into event eras if they are within 365 days of each other.",435224,https://forums.ohdsi.org/t/17409,2024-09-06,2024-09-06
1317,Reyes syndrome,First occurrence of Reyes syndrome,375241,,2024-09-11,2024-09-26
1318,Solitary Primary Non Small Cell Lung Cancer - treatment naive,First occurrence of Solitary Primary Non Small Cell Lung Cancer - treatment naive,4311499,,2024-12-06,2025-03-28
1329,Death due to substance overdose,first event of death with measurement of overdose within 7 days of death to account for reporting date discrepancy,4306655,,2025-03-28,2025-03-28
1330,Acute Overdose (or Acute Toxicity) by substances with abuse potential,Acute Overdose (or Acute Toxicity) by substances with abuse potential events,602985,,2025-03-28,2025-03-31
1331,Opioid overdose - treatment drugs,Opioid overdose - treatment drugs,21604816,,2025-03-28,2025-03-28
1332,Alcohol poisoning (acute severe intoxication),All events of Alcohol poisoning (acute severe intoxication),602985,,2025-03-28,2025-03-28
1333,Advanced Liver Disease,earliest event of Advanced Liver Disease. Persons exit on end of observation period,45769564,,2025-03-28,2025-03-28
1334,Liver cirrhosis from alcohol,earliest event of Liver cirrhosis from alcohol. Persons exit on end of observation period,4064161,,2025-03-28,2025-03-28
1336,Infective Endocarditis events,earliest event of Infective Endocarditis. Events within 180 days are collapsed,4064161,,2025-03-28,2025-03-28
1337,Human immunodeficiency virus infection,Earliest diagnosis of Human immunodeficiency virus infection,439727,,2025-03-28,2025-03-28
1338,All events of binge eating disorder,All events of binge eating disorder assumed to last 30 days. Events within 1 year are collapsed.,4208913,,2025-03-28,2025-03-28
1339,All events of Bulimia Nervosa,All events of Bulimia Nervosa assumed to last 30 days. Events within 1 year are collapsed.,438407,,2025-03-28,2025-03-28
1340,All events of Anorexia Nervosa,All events of Anorexia Nervosa assumed to last 30 days. Events within 1 year are collapsed.,436675,,2025-03-28,2025-03-28
1341,All events of Eating Disorders,All events of Eating Disorders assumed to last 30 days. Events within 1 year are collapsed.,439002,,2025-03-29,2025-03-29
1342,All events of Narcissistic personality disorder,All events of Narcissistic personality disorder assumed to last 30 days. Events within 1 year are collapsed.,440080,,2025-03-29,2025-03-29
1343,All events of Antisocial Personality Disorder,All events of Antisocial Personality Disorder assumed to last 30 days. Events within 1 year are collapsed.,440080,,2025-03-29,2025-03-29
1344,All events of Borderline Personality Disorder,All events of Borderline Personality Disorder assumed to last 30 days. Events within 1 year are collapsed.,440080,,2025-03-29,2025-03-29
1345,All events of Personality Disorders,All events of Personality Disorder assumed to last 30 days. Events within 1 year are collapsed.,440080,,2025-03-29,2025-03-29
1346,All events of Attention-Deficit Hyperactivity Disorder,All events of Attention-Deficit Hyperactivity Disorder assumed to last 30 days. Events within 1 year are collapsed.,438409,,2025-03-29,2025-03-29
1347,All events of Posttraumatic Stress Disorder,All events of Posttraumatic Stress Disorder assumed to last 30 days. Events within 1 year are collapsed.,436676,,2025-03-29,2025-03-29
1348,All events of Obsessive Compulsive Disorder,All events of Obsessive Compulsive Disorder assumed to last 30 days. Events within 1 year are collapsed.,440374,,2025-03-29,2025-03-29
1349,All events of Posttraumatic Stress Disorder,All events of Posttraumatic Stress Disorder assumed to last 30 days. Events within 1 year are collapsed.,442077,,2025-03-29,2025-03-29
1350,Primary Psychiatric Disorders,All events of Primary Psychiatric Disorders,432586,,2025-03-29,2025-03-29
1351,Gambling Disorder,All events of Gambling Disorder,4023166,,2025-03-29,2025-03-29
1352,Behavioral Addictions,All events of Behavioral Addictions,4023166,,2025-03-29,2025-03-29
1353,Tobacco and Nicotine User,All events of Tobacco and Nicotine User,903654,,2025-03-29,2025-03-29
1354,Tobacco and Nicotine Use Disorder - procedure,All events of Tobacco and Nicotine Use Disorder - procedure,46273821,,2025-03-29,2025-03-29
1355,Measurements for Opioid Use Disorder,All events of Measurements for Opioid Use Disorder,4091460,,2025-03-29,2025-03-29
1356,Opioid Use Disorder - treatment procedure,All events of Opioid Use Disorder - treatment procedure,46273821,,2025-03-29,2025-03-29
1357,Measurements for Cannabis Use Disorder,All events of Measurements for Cannabis Use Disorder,4280954,,2025-03-29,2025-03-29
1358,Alcohol Withdrawal - procedure,All events of Alcohol Withdrawal - procedure,37311131,,2025-03-29,2025-03-29
1359,Alcohol Withdrawal,All events of Alcohol Withdrawal,37311131,,2025-03-29,2025-03-29
1360,Alcohol Withdrawal,All events of Alcohol Withdrawal,37311131,,2025-03-29,2025-03-29
1361,Alcohol detoxification,All events of Alcohol detoxification,37311131,,2025-03-29,2025-03-29
1362,[P] Alcohol poisoning,All events of [P] Alcohol poisoning,37162280,,2025-03-29,2025-03-29
1363,[P] Psychosis caused by ethanol - condition,All events of [P] Psychosis caused by ethanol - condition,37162280,,2025-03-29,2025-03-29
1364,[P] Alcohol Intoxication - condition,All events of [P] Alcohol Intoxication - condition,37162280,,2025-03-29,2025-03-29
1365,[P] Heroin use disorder - condition,All events of [P] Heroin use disorder - condition,37162280,,2025-03-29,2025-03-29
1366,[P] Fentanyl use disorder,All events of [P] Fentanyl use disorder,37162280,,2025-03-29,2025-03-29
1367,[P] Stimulant Use Disorder,All events of [P] Stimulant Use Disorder,37162280,,2025-03-29,2025-03-29
1368,[P] Cocaine Use Disorder,All events of [P] Cocaine Use Disorder,37162280,,2025-03-29,2025-03-29
1369,[P] Methamphetamine use disorder,All events of [P] Methamphetamine use disorder,37162280,,2025-03-29,2025-03-29
1370,[P] Sedative Hypnotic Anxiolytic Use Disorder,All events of [P] Sedative Hypnotic Anxiolytic Use Disorder,37162280,,2025-03-29,2025-03-29
1371,[P] Benzodiazepines use disorder,All events of [P] Benzodiazepines use disorder,37162280,,2025-03-29,2025-03-29
1372,[P] Barbiturates use disorder,All events of [P] Barbiturates use disorder,37162280,,2025-03-29,2025-03-29
1373,[P] Inhalant Use Disorder,All events of [P] Inhalant Use Disorder,37162280,,2025-03-29,2025-03-29
1374,[P] Tobacco and Nicotine Use Disorder - condition,All events of [P] Tobacco and Nicotine Use Disorder - condition,37162280,,2025-03-29,2025-03-29
1375,[P] Tobacco and Nicotine Toxicity,All events of [P] Tobacco and Nicotine Toxicity,37162280,,2025-03-29,2025-03-29
1376,"[P] Infectious Diseases (HIV, Hepatitis B, Hepatitis C)","All events of [P] Infectious Diseases (HIV, Hepatitis B, Hepatitis C)",37162280,,2025-03-29,2025-03-29
1377,[P] Substance Use Disorder in Remission,All events of [P] Substance Use Disorder in Remission,37162280,,2025-03-29,2025-03-29
1378,[P] Controlled Medication Use,All events of [P] Controlled Medication Use,37162280,,2025-03-29,2025-03-29
1379,[P] Physical Dependence from Legitimate Therapy,All events of [P] Physical Dependence from Legitimate Therapy,37162280,,2025-03-29,2025-03-29
1380,[P] Prescription Drug Misuse,All events of [P] Prescription Drug Misuse,37162280,,2025-03-29,2025-03-29
1381,[P] Cravings,All events of [P] Cravings,37162280,,2025-03-29,2025-03-29
1382,[P] Compulsions,All events of [P] Compulsions,37162280,,2025-03-29,2025-03-29
1383,[P] Mental or Moral Distress,All events of [P] Mental or Moral Distress,37162280,,2025-03-29,2025-03-29
1384,[P] Any Distress (Physical or Mental),All events of [P] Any Distress (Physical or Mental),37162280,,2025-03-29,2025-03-29
1385,[P] Withdrawal of substances with abuse potential,All events of [P] Withdrawal of substances with abuse potential,37162280,,2025-03-29,2025-03-29
1386,[P] Withdrawal Seizures,All events of [P] Withdrawal Seizures,37162280,,2025-03-29,2025-03-29
1387,[P] Methadone,[P] Methadone,,,2025-04-02,2025-04-02
1388,[P] Methadone Treatment Program Enrollment,[P] Methadone Treatment Program Enrollment,,,2025-04-02,2025-04-02
1389,[P] Naltrexone,[P] Naltrexone,,,2025-04-02,2025-04-02
1390,[P] Naltrexone Maintenance Therapy,[P] Naltrexone Maintenance Therapy,,,2025-04-02,2025-04-02
1391,[P] Opioid Agonists,[P] Opioid Agonists,,,2025-04-02,2025-04-02
1392,[P] Opioid Antagonists,[P] Opioid Antagonists,,,2025-04-02,2025-04-02
1393,[P] Medication-Assisted Treatment,[P] Medication-Assisted Treatment,,,2025-04-02,2025-04-02
1394,[P] Nicotine Replacement Therapy,[P] Nicotine Replacement Therapy,,,2025-04-02,2025-04-02
1395,[P] OTC Nicotine Replacement,[P] OTC Nicotine Replacement,,,2025-04-02,2025-04-02
1396,[P] Varenicline,[P] Varenicline,,,2025-04-02,2025-04-02
1397,[P] Pain Management,[P] Pain Management,,,2025-04-02,2025-04-02
1398,[P] Terminal Palliative Care,[P] Terminal Palliative Care,,,2025-04-02,2025-04-02
1399,[P] Alcohol Misuse Counseling,[P] Alcohol Misuse Counseling,,,2025-04-02,2025-04-02
1400,[P] Smoking Cessation Counseling,[P] Smoking Cessation Counseling,,,2025-04-02,2025-04-02
1401,[P] Psychotherapy,[P] Psychotherapy,,,2025-04-02,2025-04-02
1402,[P] Group Therapy,[P] Group Therapy,,,2025-04-02,2025-04-02
1403,[P] Family Psychotherapy,[P] Family Psychotherapy,,,2025-04-02,2025-04-02
1404,[P] Behavioral Therapies,[P] Behavioral Therapies,,,2025-04-02,2025-04-02
1405,[P] 12-Step Facilitation Behavioral Therapy,[P] 12-Step Facilitation Behavioral Therapy,,,2025-04-02,2025-04-02
1406,[P] Harm Reduction Interventions,[P] Harm Reduction Interventions,,,2025-04-02,2025-04-02
1407,[P] Specialty Addiction Treatment,[P] Specialty Addiction Treatment,,,2025-04-02,2025-04-02
1408,[P] Alcohol Use Screening,[P] Alcohol Use Screening,,,2025-04-02,2025-04-02
1409,[P] Screening for substance abuse,[P] Screening for substance abuse,,,2025-04-02,2025-04-02
1410,[P] Use of Substance Use Screening Tools,[P] Use of Substance Use Screening Tools,,,2025-04-02,2025-04-02
1411,[P] Laboratory Toxicology Tests,[P] Laboratory Toxicology Tests,,,2025-04-02,2025-04-02
1412,[P] Naloxone Dispensing,[P] Naloxone Dispensing,,,2025-04-02,2025-04-02
1413,"[P] Screening, Brief Intervention, and Referral to Treatment (SBIRT)","[P] Screening, Brief Intervention, and Referral to Treatment (SBIRT)",,,2025-04-02,2025-04-02
1415,[P] Impaired Control,[P] Impaired Control,,,2025-04-02,2025-04-02
1416,[P] Neglect of Roles or Social Impairment,[P] Neglect of Roles or Social Impairment,,,2025-04-02,2025-04-02
1417,[P] Risky Use,[P] Risky Use,,,2025-04-02,2025-04-02
1418,[P] Tolerance,[P] Tolerance,,,2025-04-02,2025-04-02
1419,[P] Pattern of Use Causing Harm or Distress,[P] Pattern of Use Causing Harm or Distress,,,2025-04-02,2025-04-02
1420,[P] Medical Conditions Mimicking Intoxication,[P] Medical Conditions Mimicking Intoxication,,,2025-04-02,2025-04-02
1421,[P] Hypoglycemic disorder,[P] Hypoglycemic disorder,,,2025-04-02,2025-04-02
1422,[P] Stroke events,[P] Stroke events,,,2025-04-02,2025-04-02
1423,[P] Single Acute Intoxication,[P] Single Acute Intoxication,,,2025-04-02,2025-04-02
1424,[P] Opioid Acute intoxication,[P] Opioid Acute intoxication,,,2025-04-02,2025-04-02
